STATE_ABBREVIATION,D,INCUMBENT,CANDIDATE_NAME,CANDIDATE_ID,PARTY,PRIMARY_VOTES,PRIMARY_%,GENERAL_VOTES,GENERAL_%,GE_WINNER_INDICATOR
WA,10,1,"Heck, Denny",H0WA03161,D,58865.0,0.46533964695373087,170460.0,0.5866521661320742,1
CO,04,1,"Buck, Ken",H4CO04090,R,58848.0,1.0,248230.0,0.6354525324151702,1
CA,29,1,"Cardenas, Tony",H2CA28113,D,58616.0,0.6136515912897822,128407.0,0.747317022069094,1
PA,11,0,"Marsicano, Mike",H6PA11073,D,58117.0,0.9973571759537334,113800.0,0.36306094191662996,0
MI,04,1,"Moolenaar, John ",H4MI04126,R,57886.0,1.0,194572.0,0.6162197427719944,1
TX,14,1,"Weber, Randy",H2TX14149,R,57869.0,0.8404229054417125,160631.0,0.6185609488418661,1
WI,01,1,"Ryan, Paul",H8WI01024,R,57364.0,0.8405843822809665,230072.0,0.64947141102909,1
CA,33,0,"Wright, Kenneth W.",H6CA33106,R,56976.0,0.3084635832579896,110822.0,0.3356015250485284,0
KS,04,1,"Pompeo, Michael",H0KS04051,R,56808.0,1.0,166998.0,0.6067116922372671,1
NJ,01,1,"Norcross, Donald W.",H4NJ01084,D,56753.0,0.702919283122159,183231.0,0.5998271532999643,1
PA,05,0,"Taylor, Kerith Strano",H6PA05133,D,56696.0,0.9873395677690124,101082.0,0.3279423549221201,0
MI,08,1,"Bishop, Mike",H4MI08135,R,56424.0,1.0,205629.0,0.5603458612195069,1
MO,01,1,"Clay, Lacy ",H0MO01066,D,56139.0,0.6264115152867663,236993.0,0.7546970932158051,1
CO,01,1,"DeGette, Diana",H6CO01141,D,55925.0,0.8644408377772625,257254.0,0.6787059804345761,1
MI,03,1,"Amash, Justin",H0MI03126,R,55889.0,1.0,203545.0,0.5945263096402962,1
GA,02,1,"Bishop, Sanford",H2GA02031,D,55880.0,1.0,148543.0,0.6122984843301086,1
OR,04,0,"Robinson, Art",H0OR04081,R,55557.0,0.672993991665859,157743.0,0.39676986075338055,0
MI,14,1,"Lawrence, Brenda L.",H2MI14111,D,55544.0,0.8737867132317083,244135.0,0.7850656324966074,1
CA,39,0,"Murdock, Brett ",H6CA39137,D,55520.0,0.395005513855786,112679.0,0.42769570630389897,0
TX,06,1,"Barton, Joe",H4TX06117,R,55285.0,0.6864546730074376,159444.0,0.5834113927755986,1
WI,04,1,"Moore, Gwen S.",H4WI04183,D,55256.0,0.8449317246968515,220181.0,0.7674245143930654,1
MI,12,1,"Dingell, Debbie",H4MI12079,D,55046.0,1.0,211378.0,0.6433819724723171,1
CA,32,1,"Napolitano, Grace F. ",H8CA34068,D,54987.0,0.5140557368160273,114926.0,0.6157431715654234,1
KS,02,1,"Jenkins, Lynn",H8KS02090,R,54958.0,1.0,181228.0,0.6093725306908854,1
FL,16,1,"Buchanan, Vern",H6FL13148,R,53706.0,0.8063237546167012,230654.0,0.5976792877206438,1
WV,03,0,"Detch, Matt",H6WV03091,D,53703.0,1.0,49708.0,0.23975073794686783,0
OR,02,0,"Crary, James (Jim)",H6OR02181,D,53484.0,0.9763595538436262,106640.0,0.28008688366571327,0
FL,11,1,"Webster, Daniel ",H0FL08208,R,52876.0,0.5981380301127815,258016.0,0.6536700792209141,1
CA,16,1,"Costa, Jim",H4CA20082,D,52822.0,0.5591463866453545,97473.0,0.5803484245873919,1
PA,07,0,"Balchunis, Mary Ellen",H4PA07092,D,52792.0,0.7394044651110675,153824.0,0.4051742530600634,0
IN,05,0,"Demaree, Angela ",H6IN05216,D,52530.0,0.7491763766276367,123849.0,0.34294377448876456,0
IL,17,0,"Harlan, Patrick",H6IL17205,R,52405.0,0.7571882675913886,113943.0,0.39691989354438667,0
NJ,06,1,"Pallone, Frank, Jr.",H8NJ03073,D,52231.0,1.0,167895.0,0.6373298916241198,1
GA,09,1,"Collins, Doug ",H2GA09150,R,52080.0,0.6127419259956468,256535.0,1.0,1
CA,17,0,"Khanna, Ro",H4CA12055,D,52059.0,0.3907981262949284,142268.0,0.6100895399499126,1
OH,10,0,"Klepinger, Robert ",H4OH10167,D,51854.0,1.0,109981.0,0.3267389973915782,0
PA,16,0,"Hartman, Christina",H6PA16296,D,51588.0,0.9964459553426562,134586.0,0.42818555789219165,0
ID,01,1,"Labrador, Raul R.",H0ID01253,R,51568.0,0.8097608466937801,242252.0,0.6817144449103296,1
MI,11,1,"Trott, David A.",H4MI11097,R,51221.0,1.0,200872.0,0.5293237203811452,1
IL,06,0,"Howland, Amanda",H6IL06166,D,51101.0,0.6712510508617066,143591.0,0.4077598496078331,0
IL,08,0,"DiCianni, Peter ""Pete""",H6IL08170,R,51047.0,0.9997453975714845,103617.0,0.4168507187081357,0
CO,05,1,"Lamborn, Doug",H6CO05159,R,51018.0,0.6803670018403435,225445.0,0.6225801819316569,1
IL,10,0,"Schneider, Brad",H2IL10068,D,50916.0,0.5373266637117711,150435.0,0.5260038601938488,1
FL,24,1,"Wilson, Frederica",H0FL17068,D,50822.0,0.7837458555015807,,,1
OH,13,0,"Morckel, Richard A.",H6OH13240,R,50750.0,1.0,99377.0,0.3226484071635433,0
OK,01,1,"Bridenstine, Jim ",H2OK01143,R,50595.0,0.8075173569547522,,,1
CA,08,1,"Cook, Paul ",H2CA08164,R,50425.0,0.4199388725567761,136972.0,0.6225801906302981,1
PA,08,0,"Santarsiero, Steve ",H6PA08228,D,50416.0,0.5934505732514066,173555.0,0.4556899874495224,0
IL,15,0,"McCarter, Kyle",H6IL15084,R,50245.0,0.39627894504385136,,,0
TX,28,1,"Cuellar, Henry",H2TX23082,D,49993.0,0.8979272936274157,122086.0,0.6619208206373819,1
CA,17,1,"Honda, Mike ",H0CA15148,D,49823.0,0.3740128516950425,90924.0,0.3899104600500875,0
TX,32,1,"Sessions, Pete",H2TX03126,R,49813.0,0.6141791504839406,162868.0,0.71068328889781,1
MI,06,1,"Upton, Fred",H6MI04113,R,49733.0,1.0,193259.0,0.5864063234870208,1
PA,16,0,"Smucker, Lloyd K.",H6PA16320,R,49716.0,0.5387282735902215,168669.0,0.5366206727603025,1
PA,09,1,"Shuster, Bill",H2PA09035,R,49393.0,0.5056613431613431,186580.0,0.6280378613456127,1
GA,10,1,"Hice, Jody ",H0GA07125,R,49062.0,1.0,243725.0,0.9963779224973529,1
OH,16,0,"Mundy, Keith ",H6OH16136,D,48907.0,1.0,119830.0,0.3467062472513483,0
MO,05,1,"Cleaver, Emanuel, II",H4MO05234,D,48755.0,0.8820602815066758,190766.0,0.5882937058623986,1
OH,12,0,"Albertson, Ed ",H6OH12127,D,48537.0,1.0,112638.0,0.2983519365143272,0
CA,31,1,"Aguilar, Pete",H2CA31125,D,48518.0,0.4308115787604333,121070.0,0.5606753852993479,1
OH,15,0,"Wharton, Scott",H2OH15095,D,48477.0,1.0,113960.0,0.33835401283227484,0
MI,09,1,"Levin, Sander",H2MI17023,D,48393.0,1.0,199661.0,0.5791052135450656,1
PA,09,0,"Halvorson, Art",H4PA09056,R,48166.0,0.4930999180999181,,,0
IL,09,0,"Lasonde, Joan McCarthy",H6IL09145,R,47948.0,1.0,109550.0,0.33506857359580117,0
MD,04,0,"Brown, Anthony G.",H6MD04209,D,47678.0,0.41595491306282334,237501.0,0.7406861063464837,1
NJ,09,1,"Pascrell, Bill, Jr.",H6NJ08118,D,47671.0,1.0,162642.0,0.6973100899494945,1
CA,18,0,"Fox, Richard B.",H4CA18094,R,47484.0,0.24398189301257314,93470.0,0.2885499953693699,0
UT,02,1,"Chaffetz, Jason",H8UT03089,R,47439.0,0.7859213730720167,209589.0,0.73461383431766,1
CA,48,0,"Savary, Suzanne",H6CA48237,D,47395.0,0.28885827995392405,127715.0,0.41680264738133777,0
AL,01,0,"Young, Dean",H6AL01060,R,47319.0,0.3988822294717143,,,0
GA,05,1,"Lewis, John R.",H6GA05217,D,47313.0,1.0,253781.0,0.8443914303491278,1
ID,02,1,"Simpson, Mike ",H8ID02064,R,47116.0,0.7298243440007435,205292.0,0.629272584041663,1
FL,19,0,"Rooney, Francis",H6FL19087,R,46821.0,0.5272813270718605,239225.0,0.6587208053617354,1
GA,12,1,"Allen, Rick ",H2GA12121,R,46686.0,0.7895885128621442,159492.0,0.6160085279940675,1
IN,03,0,"Banks, Jim",H6IN03229,R,46533.0,0.3429158867485151,201396.0,0.7011248159249704,1
WA,10,0,"Postma, Jim",H8WA09047,R,46473.0,0.3673783982482075,120104.0,0.41334783386792584,0
NJ,03,1,"MacArthur, Tom",H4NJ03130,R,46264.0,1.0,194596.0,0.5931719807352314,1
NJ,07,0,"Jacob, Peter",H6NJ07151,D,46152.0,1.0,148188.0,0.4312366318913964,0
TX,18,1,"Jackson Lee, Sheila",H4TX18054,D,46113.0,1.0,150157.0,0.7349540889245648,1
KS,01,1,"Huelskamp, Tim",H6KS01146,R,45997.0,0.43440114840488825,874.0,,0
NJ,08,1,"Sires, Albio",H6NJ13191,D,45988.0,0.8689934052644508,134733.0,0.7703915054691833,1
WV,02,1,"Mooney, Alex X.",H4WV02080,R,45839.0,0.7312244767738643,140807.0,0.5818134488087466,1
TX,08,0,"Toth, Steve ",H6TX08175,R,45436.0,0.37310515856722887,,,0
CA,42,0,"Sheridan, Tim",H4CA42086,D,45389.0,0.37547876872678543,104689.0,0.41177881967935304,0
WA,05,0,"Pakootas, Joe",H4WA05127,D,44999.0,0.31537523478455887,130575.0,0.40358973090927075,0
WA,01,0,"Sutherland, Robert J.",H4WA01258,R,44970.0,0.30967875219502117,155779.0,0.4458497186589505,0
IL,08,0,"Krishnamoorthi, Raja",H6IL08147,D,44950.0,0.5698529411764706,144954.0,0.5831492812918643,1
MA,01,1,"Neal, Richard E.",H8MA02041,D,44857.0,0.9845049711388627,235803.0,0.7333573843297392,1
WA,02,0,"Hennemann, Marc",H6WA02178,R,44822.0,0.3227553232089751,117094.0,0.35983749631232176,0
WA,04,1,"Newhouse, Dan",H4WA04104,R,44720.0,0.45772773797338795,132517.0,0.5763638498775656,1
TX,25,0,"Thomas, Kathi ",H6TX25179,D,44633.0,1.0,117073.0,0.37741621426452954,0
NJ,11,1,"Frelinghuysen, Rodney P.",H2NJ05014,R,44618.0,0.7623490013156321,194299.0,0.5800108659311267,1
TX,30,1,"Johnson, Eddie Bernice",H2TX00015,D,44527.0,0.6942266015996508,170502.0,0.7791670094047325,1
GA,04,1,"Johnson, Henry C. ""Hank,"" Jr.",H6GA04129,D,44509.0,1.0,220146.0,0.7571945972160598,1
TX,09,1,"Green, Al",H4TX09095,D,44487.0,1.0,152032.0,0.8064374108199,1
CA,45,0,"Varasteh, Ron",H2CA48095,D,44449.0,0.2762540475702149,129231.0,0.4144024832531129,0
TX,07,1,"Culberson, John",H0TX07055,R,44290.0,0.5729624838292368,143542.0,0.5617356662348895,1
GA,14,1,"Graves, Tom ",H0GA09030,R,44260.0,0.7564777466329391,216743.0,0.9990320484160163,1
IN,09,0,"Yoder, Shelli ",H2IN09167,D,44253.0,0.7011486968232591,130627.0,0.40461462692392275,0
OH,05,0,"Neu, James, Jr.",H6OH05097,D,44005.0,1.0,100392.0,0.29099889562336406,0
OH,14,0,"Lynch, Matt ",H4OH14110,R,44004.0,0.3550914680890553,,,0
CO,03,1,"Tipton, Scott R.",H6CO03139,R,43992.0,0.7886414972571797,204220.0,0.5459887658172855,1
IL,10,0,"Rotering, Nancy",H6IL10135,D,43842.0,0.462673336288229,,,0
MD,08,0,"Raskin, Jamie",H6MD08457,D,43776.0,0.3356977983635346,220657.0,0.6056614442090008,1
OH,07,0,"Rich, Roy ",H6OH07127,D,43683.0,1.0,89638.0,0.2895723834044574,0
CO,02,1,"Polis, Jared",H8CO02137,D,43660.0,0.9698558322411533,260175.0,0.5689223112448394,1
CA,11,0,"Petersen, Roger Allen",H6CA11169,R,43654.0,0.24667318374196903,83341.0,0.2794717798590921,0
IN,04,0,"Dale, John",H4IN04172,D,43401.0,1.0,91256.0,0.30476165031359165,0
NJ,05,0,"Gottheimer, Joshua S.",H6NJ05171,D,43250.0,1.0,172587.0,0.5110645215738182,1
TX,23,0,"Gallego, Pete P.",H2TX23124,D,43223.0,0.8837071415428023,107526.0,0.4696176271482541,0
MI,07,1,"Walberg, Tim",H4MI07103,R,43120.0,0.7516516464169296,184321.0,0.5505291108011481,1
IN,03,0,"Tom, Kip ",H6IN03252,R,42732.0,0.3149051570398974,,,0
OH,08,0,"Davidson, Warren  #",H6OH08315,R,42701.0,0.32179325832535777,223833.0,0.6876463106670845,1
CA,24,0,"Fareed, Justin Donald ",H4CA24142,R,42521.0,0.2045203120641059,144780.0,0.46580913343671776,0
PA,16,0,"Beiler, Chet",H6PA16312,R,42246.0,0.4577824975076936,,,0
TX,27,1,"Farenthold, Blake",H0TX27061,R,42195.0,0.5590592911560119,142251.0,0.6169268800416341,1
NJ,05,1,"Garrett, Scott",H8NJ05052,R,42179.0,0.8219623891649616,157690.0,0.46695153404935136,0
TX,20,1,"Castro, Joaquin",H2TX35011,D,42163.0,1.0,149640.0,0.7973613116710805,1
OK,03,1,"Lucas, Frank D.",H4OK06056,R,42027.0,0.779461404354761,227525.0,0.7829086592226829,1
NJ,04,1,"Smith, Christopher H.",H8NJ04014,R,41789.0,0.9197737377294537,211992.0,0.6372172992990345,1
WA,07,0,"Walkinshaw, Brady Piñero",H6WA07425,D,41773.0,0.2125819962036203,166744.0,0.44024353538180455,0
TX,34,1,"Vela, Filemon B.",H2TX27190,D,41414.0,1.0,104638.0,0.626721210342535,1
FL,06,1,"DeSantis, Ron",H2FL00292,R,41311.0,0.6103510430825602,213519.0,0.5856735332035,1
CO,06,1,"Coffman, Mike",H8CO06138,R,41288.0,1.0,191626.0,0.5090790267177093,1
CA,36,0,"Stone, Jeff",H6CA36182,R,41190.0,0.31605358869296996,88269.0,0.3794606585073318,0
TX,35,1,"Doggett, Lloyd",H4TX10028,D,41189.0,1.0,124612.0,0.630704134105357,1
WV,03,1,"Jenkins, Evan ",H4WV03070,R,41162.0,1.0,140741.0,0.6788194779387648,1
FL,13,1,"Jolly, David W.",H4FL13101,R,41005.0,0.7510485924135025,171149.0,0.4809690817834882,0
CA,46,0,"Correa, Lou",H6CA46116,D,40880.0,0.43689683549038677,115248.0,0.7001998869939791,1
IN,09,0,"Hollingsworth, Trey",H6IN09176,R,40767.0,0.33549772861939564,174791.0,0.5414117698076155,1
OR,05,0,"Willis, Colm",H6OR05143,R,40568.0,0.5755060929764083,160443.0,0.43001758204058876,0
NJ,04,0,"Phillipson, Lorna",H6NJ04158,D,40528.0,1.0,111532.0,0.33524906517896863,0
MN,05,1,"Ellison, Keith",H6MN05183,DFL,40380.0,0.9172269671088498,249964.0,0.6907334434981569,1
MO,02,0,"Otto, Bill",H6MO02301,D,40379.0,1.0,155689.0,0.3767009600867175,0
WI,08,0,"Gallagher, Mike",H6WI08155,R,40322.0,0.7446077707194564,227892.0,0.6264555500577272,1
CA,22,0,"Campos, Louie J.",H6CA22182,D,40247.0,0.29695131848834977,76211.0,0.32434905475685843,0
CA,44,0,"Hall, Isadore, III",H2CA35100,D,40200.0,0.40089353384658344,85289.0,0.4780425193231435,0
TX,16,1,"O'Rourke, Beto",H2TX16185,D,40051.0,0.8557905982905983,150228.0,0.8573238447973794,1
NJ,02,1,"LoBiondo, Frank A.",H2NJ02037,R,39913.0,1.0,176338.0,0.5921456035191994,1
TX,23,1,"Hurd, Will ",H0TX23086,R,39870.0,0.8220957565260423,110577.0,0.4829428078527286,1
CA,27,0,"Orswell, Jack",H2CA27198,R,39574.0,0.28098352042374025,81655.0,0.3257963867343356,0
OH,01,0,"Young, Michele",H6OH01096,D,39535.0,0.6796224987966719,144644.0,0.40769135370982107,0
IN,02,0,"Coleman, Lynn C.",H6IN02155,D,39372.0,0.7375105366676032,102401.0,0.36920286850521167,0
FL,05,0,"Lawson, Al ",H0FL02086,D,39306.0,0.475922943733427,194549.0,0.6423430205299894,1
IN,08,0,"Moss, Richard",H6IN08228,R,39168.0,0.34953639665527364,,,0
AK,00,1,"Young, Don",H6AK00045,R,38998.0,0.7151921948356808,155088.0,0.5032089760478653,1
MD,04,0,"Ivey, Glenn F.",H2MD04232,D,38966.0,0.33994922485016094,,,0
AZ,09,1,"Sinema, Kyrsten",H2AZ09019,D,38948.0,1.0,169055.0,0.6091918402058326,1
FL,04 ,0,"Rutherford, John ",H6FL04105,R,38784.0,0.38658360328930974,287509.0,0.7018200370061173,1
FL,07,1,"Mica, John ",H2FL08055,R,38528.0,0.771563031941524,171583.0,0.48517057584368944,0
TN,07,1,"Blackburn, Marsha",H2TN06030,R,38490.0,1.0,200407.0,0.7221535567703135,1
CA,25,0,"Caforio, Bryan",H6CA25177,D,38382.0,0.2904602624449456,122406.0,0.46869938467075867,0
IN,04,0,"Grant, Kevin J.",H4IN04180,R,38200.0,0.30744219362419617,,,0
CA,03,0,"Cleek, N. Eugene",H6CA03117,R,37843.0,0.24262688174800606,104453.0,0.4064856829308158,0
IL,06,0,"Kinzler, Gordan (Jay)",H6IL06158,R,37834.0,0.31221838947663766,,,0
GA,01,1,"Carter, Earl ""Buddy""",H4GA01039,R,37758.0,1.0,210243.0,0.9958837015423093,1
CA,24,0,"Achadjian, K.H. Katcho",H6CA24295,R,37716.0,0.18140890594788028,,,0
CA,23,0,"Reed, Wendy ",H6CA23206,D,37696.0,0.27448410444609495,74468.0,0.30824889065501027,0
KS,03,1,"Yoder, Kevin",H0KS03137,R,37681.0,0.63603065289312,176022.0,0.5130146628078797,1
MA,07,1,"Capuano, Michael E.",H8MA08071,D,37547.0,0.9825713762332191,253354.0,0.9861547384113565,1
WA,07,0,"McDermott, Joe",H6WA07441,D,37495.0,0.19081133621369648,,,0
NM,02,0,"Soules, Merrie Lee",H6NM02101,D,37455.0,1.0,85232.0,0.3724898062643947,0
CA,21,1,"Valadao, David",H2CA20094,R,37367.0,0.5402509903709916,75126.0,0.5673826354903027,1
OH,03,0,"Adams, John",H0OH15099,R,36851.0,1.0,91560.0,0.3142601192376206,0
OH,14,0,"Wager, Michael",H4OH14102,D,36796.0,0.6661356312683298,130907.0,0.37373275967898956,0
NM,02,1,"Pearce, Steve",H2NM02126,R,36722.0,1.0,143515.0,0.6272042724098297,1
NH,02,1,"Kuster, Ann McLane",H0NH02181,D,36683.0,0.9932578793458248,174495.0,0.4974301083544997,1
WA,06,0,"Bloom, Todd A.",H6WA06211,R,36659.0,0.24507464083485422,126116.0,0.3846946930458708,0
CA,05,0,"Santamaria, Carlos",H6CA05336,R,36430.0,0.19203905092751225,67565.0,0.23131489843918504,0
CO,02,0,"Morse, Nicholas",H6CO02149,R,36417.0,1.0,170001.0,0.37173964383178226,0
GA,13,1,"Scott, David ",H2GA13012,D,36214.0,1.0,252833.0,1.0,1
CA,02,0,"Mensing, Dale K.",H4CA02098,R,36187.0,0.15653170689506013,76572.0,0.2314990053391219,0
KY,05,1,"Rogers, Harold ""Hal""",H0KY05015,R,35984.0,0.8243190616910636,221242.0,1.0,1
CA,01,0,"Montes, Joe",H6CA01186,R,35875.0,0.16989003911614559,,,0
MS,02,0,"Bouie, John, II",H6MS02162,R,35871.0,1.0,83542.0,0.29146692902946697,0
AZ,03,1,"Grijalva, Raúl",H2AZ07070,D,35844.0,1.0,148973.0,0.9863475353394908,1
CO,03,0,"Schwartz, Gail",H6CO03170,D,35823.0,1.0,150914.0,0.40347345316105093,0
FL,01,0,"Gaetz, Matt",H6FL01119,R,35689.0,0.3612137283280872,255107.0,0.690998575243915,1
TN,09,1,"Cohen, Steve",H6TN09068,D,35645.0,0.8554526255159834,171631.0,0.7874534885321417,1
FL,11,0,"Grabelle, Justin ",H6FL11209,R,35525.0,0.40186196988721845,,,0
CA,10,0,"Eggman, Michael  ",H4CA10075,D,35413.0,0.2757828501117523,116470.0,0.48299542591264033,0
MD,08,0,"Trone, David",H6MD08549,D,35400.0,0.27146614725121354,,,0
TN,01,1,"Roe, Phil",H6TN01388,R,35350.0,0.8216535341561491,198293.0,0.7836893587590159,1
CO,07,1,"Perlmutter, Ed",H6CO07023,D,35196.0,1.0,199758.0,0.5518024363967846,1
WY,00,0,"Cheney, Liz",H6WY00159,R,35043.0,0.39784518970958876,156176.0,0.6202974072191154,1
GA,08,1,"Scott, Austin ",H0GA08099,R,34919.0,0.777584786336206,173983.0,0.676429193493204,1
NJ,11,0,"Wenzel, Joseph M.",H6NJ11138,D,34688.0,0.7044965270725863,130162.0,0.3885525624492525,0
IL,01,0,"Brookins, Howard B., Jr.",H6IL01167,D,34645.0,0.1927474227090902,,,0
PA,17,0,"Connolly, Matt",H4PA17141,R,34263.0,0.6239733386753109,135430.0,0.4614766024581645,0
WI,05,1,"Sensenbrenner, F. James., Jr.",H8WI09050,R,34203.0,0.9970848030784479,260706.0,0.6670333943977649,1
CA,15,0,"Turner, Danny R.",H6CA15152,R,34032.0,0.2349708288742362,70619.0,0.2623320467910118,0
NJ,02,0,"Cole, David H.",H4NJ02157,D,33961.0,0.8106604922063352,110838.0,0.3721956379388506,0
CA,19,0,"Lancaster, G. Burt",H6CA19121,R,33889.0,0.239224350919795,64061.0,0.26055567531511453,0
FL,02,0,"Dunn, Neal",H6FL02208,R,33886.0,0.41379899865673464,231163.0,0.6732340794846255,1
PA,08,0,"Naughton, Shaughnessy",H4PA08116,D,33864.0,0.3986157214492549,,,0
IN,03,0,"Brown, Elizabeth ""Liz""",H6IN03237,R,33654.0,0.24800660289761087,,,0
MI,01,0,"Bergman, Jack",H6MI01226,R,33632.0,0.38634379451362405,197777.0,0.5489673051674989,1
TX,21,0,"McCall, Matt",H4TX21041,R,33624.0,0.2891466801964106,,,0
IN,02,0,"Petermann, Jeff",H4IN02168,R,33523.0,0.30221865618492105,,,0
CA,50,0,"Malloy, Patrick",H6CA50258,D,33348.0,0.21754985680642447,103646.0,0.3654873529090249,0
MN,04,1,"McCollum, Betty ",H0MN04049,DFL,33336.0,0.9399954883825852,203299.0,0.5776458754801901,1
WI,03,1,"Kind, Ron ",H6WI03099,D,33320.0,0.8123659059879071,257401.0,0.9885969965817875,1
TX,27,0,"Deeb, Gregg",H6TX27084,R,33280.0,0.44094070884398806,,,0
TN,06,1,"Black, Diane",H0TN06257,R,33215.0,0.6365587688533701,202234.0,0.710865056768252,1
OH,08,0,"Foister, Corey  ##",H6OH08307,D,33165.0,1.0,,,0
AL,02,0,"Gerritson, Becky",H6AL02142,R,33015.0,0.2784665991902834,,,0
MI,09,0,"Morse, Christopher R.",H6MI09187,R,32964.0,1.0,128937.0,0.37397433108549055,0
NJ,03,0,"LaVergne, Frederick John",H4NJ03163,D,32963.0,0.6279982472518051,127526.0,0.3887276717673596,0
CA,20,0,"Lucius, Casey ",H6CA20145,R,32726.0,0.19841394948404856,74811.0,0.29246924246748324,0
NH,01,1,"Shea-Porter, Carol ",H6NH01230,D,32409.0,0.9882299130965086,162080.0,0.442860890093556,1
NE,02,0,"Bacon, Don",H6NE02125,R,32328.0,0.6596877869605142,141066.0,0.48928923234873817,1
IL,07,0,"Day, Thomas ",H6IL07289,D,32261.0,0.18793107465747041,,,0
FL,05,1,"Brown, Corrine",H2FL03056,D,32235.0,0.3903062151133928,,,0
FL,02,0,"Thomas, Mary",H6FL02190,R,32178.0,0.39294175112956403,,,0
TN,05,1,"Cooper, Jim",H2TN05131,D,32103.0,1.0,171111.0,0.6255337349749949,1
GA,06,1,"Price, Tom ",H4GA06087,R,32021.0,1.0,201088.0,0.6168248953236913,1
AZ,02,0,"Heinz, Matt",H2AZ08078,D,32017.0,0.5276802637000412,135873.0,0.4304150735398934,0
TN,03,1,"Fleischmann, Chuck",H0TN03254,R,31964.0,0.8389721515000393,176613.0,0.6639436704435239,1
NJ,07,1,"Lance, Leonard",H6NJ12136,R,31807.0,0.5390468765888214,185850.0,0.5408354795058711,1
OH,08,0,"Derickson, Timothy S.",H6OH08182,R,31685.0,0.23877706353572425,,,0
OK,02,0,"Harris-Till, Joshua",H4OK02170,D,31681.0,0.5996441617928189,62387.0,0.23203406850894484,0
MI,01,0,"Johnson, Lon",H6MI01200,D,31677.0,0.7164148724443641,144334.0,0.40062619528077476,0
PA,14,0,"Brooks, Janis C.",H2PA14092,D,31659.0,0.23312616898131103,,,0
FL,16,0,"Schneider, Jan",H2FL13139,D,31387.0,0.7623940343462314,155262.0,0.4023207122793561,0
MD,08,0,"Matthews, Kathleen",H6MD08481,D,31186.0,0.23915093977899282,,,0
MA,09,1,"Keating, William Richard ",H0MA10082,D,31074.0,0.9931285755377289,211790.0,0.5574961502520434,1
CA,24,0,"Schneider, Helene",H6CA24311,D,31046.0,0.14932709974700104,,,0
CA,16,0,"Tacherra, Johnny M.",H2CA16100,R,31028.0,0.32844636865003335,70483.0,0.41965157541260806,0
MI,13,1,"Conyers, John, Jr.",H6MI01028,D,30971.0,0.608037537301712,198771.0,0.7710369011276315,1
CA,45,0,"Raths, Greg ",H4CA45089,R,30961.0,0.1924250616846593,,,0
WA,03,0,"Moeller, Jim",H6WA03218,D,30848.0,0.24398307430695615,119820.0,0.3824730190853462,0
AZ,01,0,"O'Halleran, Tom",H6AZ01199,D,30833.0,0.5876870294482036,142219.0,0.5066403049410424,1
CO,06,0,"Carroll, Morgan",H6CO06058,D,30704.0,1.0,160372.0,0.4260487703796587,0
IL,04,0,"Salas, Javier",H6IL04146,D,30640.0,0.24825999238366864,,,0
IN,07,0,"Ping, Catherine (CAT)",H8IN07259,R,30514.0,0.5306782608695653,94456.0,0.35688215513658517,0
FL,27,1,"Ros-Lehtinen, Ileana",H0FL18025,R,30485.0,0.8047782470960929,157917.0,0.5489385665173093,1
MO,03,0,"Davis, Cynthia Lynn",H6MO03333,R,30440.0,0.2653555799640846,,,0
IN,09,0,"Houchin, Erin",H6IN09143,R,30396.0,0.2501481335176773,,,0
FL,02,0,"Dartland, Walter",H6FL02257,D,30115.0,0.5011065444198546,102801.0,0.2993953902878012,0
MI,10,0,"Mitchell, Paul ",H4MI04118,R,30114.0,0.37950850661625707,215132.0,0.6309170838428896,1
MA,05,1,"Clark, Katherine M.",H4MA05084,D,30066.0,0.9850922315782575,285606.0,0.9855041458625913,1
CA,47,0,"Whallon, Andy",H4CA47069,R,30054.0,0.21933704076717608,88109.0,0.36278554605794094,0
FL,02,0,"Crapps, Steve",H6FL02265,D,29982.0,0.4988934555801454,,,0
GA,11,1,"Loudermilk, Barry",H4GA11061,R,29903.0,0.6027493902561932,217935.0,0.6740577388206038,1
WI,06,1,"Grothman, Glenn",H4WI06048,R,29795.0,0.9964882943143812,204147.0,0.5715473580769521,1
MD,01,0,"Werner, Joe",H8MD01144,D,29729.0,0.5101413961150387,103622.0,0.286171937353803,0
AZ,07,1,"Gallego, Ruben",H4AZ07043,D,29705.0,1.0,119465.0,0.7522463809181984,1
OH,04,0,"Garrett, Janet",H4OH04046,D,29679.0,0.667348728441976,98981.0,0.3201113813355411,0
CA,52,0,"Gitsham, Denise",H6CA52130,R,29658.0,0.16162221665158963,139403.0,0.43474315153934434,0
TX,21,0,"Wakely, Tom",H6TX21228,D,29632.0,0.5899615744519879,129765.0,0.36447668882765827,0
CO,07,0,"Athanasopoulos, George",H6CO07106,R,29614.0,1.0,144066.0,0.3979613822822574,0
WI,07,1,"Duffy, Sean",H0WI07051,R,29501.0,0.8944847033140293,223418.0,0.6167151110632648,1
MI,11,0,"Kumar, Anil ",H4MI11089,D,29349.0,1.0,152461.0,0.4017544691795261,0
CA,28,0,"Solis, Lenore",H6CA28171,R,29336.0,0.18435473329646573,59526.0,0.22013320562555241,0
IN,08,0,"Drake, Ron",H6IN08244,D,29270.0,0.5005472330528764,93356.0,0.316769195793874,0
IN,08,0,"Orentlicher, David",H6IN08236,D,29206.0,0.4994527669471236,,,0
